x,y,z
7.537688442211099016e-02,-5.000000000000000000e+00,-1.250284083735259122e+00
1.256281407035180209e-01,-5.000000000000000000e+00,-1.250789121486831190e+00
1.758793969849250516e-01,-5.000000000000000000e+00,-1.251546678114189071e+00
2.261306532663320823e-01,-5.000000000000000000e+00,-1.252556753617332763e+00
2.763819095477391130e-01,-5.000000000000000000e+00,-1.253819347996262712e+00
3.266331658291461437e-01,-5.000000000000000000e+00,-1.255334461250978695e+00
3.768844221105531744e-01,-5.000000000000000000e+00,-1.257102093381480268e+00
4.271356783919602051e-01,-5.000000000000000000e+00,-1.259122244387767875e+00
4.773869346733672359e-01,-5.000000000000000000e+00,-1.261394914269841738e+00
5.276381909547742666e-01,-5.000000000000000000e+00,-1.263920103027701192e+00
5.778894472361812973e-01,-5.000000000000000000e+00,-1.266697810661347123e+00
6.281407035175883280e-01,-5.000000000000000000e+00,-1.269728037170778645e+00
6.783919597989953587e-01,-5.000000000000000000e+00,-1.273010782555995979e+00
7.286432160804023894e-01,-5.000000000000000000e+00,-1.276546046816999569e+00
7.788944723618094201e-01,-5.000000000000000000e+00,-1.280333829953789193e+00
8.291457286432164508e-01,-5.000000000000000000e+00,-1.284374131966364407e+00
8.793969849246234816e-01,-5.000000000000000000e+00,-1.288666952854725878e+00
9.296482412060305123e-01,-5.000000000000000000e+00,-1.293212292618873160e+00
9.798994974874375430e-01,-5.000000000000000000e+00,-1.298010151258806477e+00
1.030150753768844574e+00,-5.000000000000000000e+00,-1.303060528774526050e+00
1.080402010050251604e+00,-5.000000000000000000e+00,-1.308363425166031213e+00
1.130653266331658635e+00,-5.000000000000000000e+00,-1.313918840433322410e+00
1.180904522613065666e+00,-5.000000000000000000e+00,-1.319726774576399642e+00
1.231155778894472697e+00,-5.000000000000000000e+00,-1.325787227595262907e+00
1.281407035175879727e+00,-5.000000000000000000e+00,-1.332100199489911763e+00
1.331658291457286758e+00,-5.000000000000000000e+00,-1.338665690260346874e+00
1.381909547738693789e+00,-5.000000000000000000e+00,-1.345483699906568020e+00
1.432160804020100819e+00,-5.000000000000000000e+00,-1.352554228428574978e+00
1.482412060301507850e+00,-5.000000000000000000e+00,-1.359877275826368193e+00
1.532663316582914881e+00,-5.000000000000000000e+00,-1.367452842099946997e+00
1.582914572864321912e+00,-5.000000000000000000e+00,-1.375280927249311835e+00
1.633165829145728942e+00,-5.000000000000000000e+00,-1.383361531274462930e+00
1.683417085427135973e+00,-5.000000000000000000e+00,-1.391694654175399837e+00
1.733668341708543004e+00,-5.000000000000000000e+00,-1.400280295952122334e+00
1.783919597989950034e+00,-5.000000000000000000e+00,-1.409118456604631309e+00
1.834170854271357065e+00,-5.000000000000000000e+00,-1.418209136132925874e+00
1.884422110552764096e+00,-5.000000000000000000e+00,-1.427552334537006695e+00
1.934673366834171127e+00,-5.000000000000000000e+00,-1.437148051816873551e+00
1.984924623115578157e+00,-5.000000000000000000e+00,-1.446996287972525996e+00
2.035175879396985188e+00,-5.000000000000000000e+00,-1.457097043003964476e+00
2.085427135678392219e+00,-5.000000000000000000e+00,-1.467450316911189212e+00
2.135678391959799249e+00,-5.000000000000000000e+00,-1.478056109694199760e+00
2.185929648241206280e+00,-5.000000000000000000e+00,-1.488914421352996120e+00
2.236180904522613311e+00,-5.000000000000000000e+00,-1.500025251887578737e+00
2.286432160804020342e+00,-5.000000000000000000e+00,-1.511388601297947165e+00
2.336683417085427372e+00,-5.000000000000000000e+00,-1.523004469584101406e+00
2.386934673366834403e+00,-5.000000000000000000e+00,-1.534872856746041681e+00
2.437185929648241434e+00,-5.000000000000000000e+00,-1.546993762783767989e+00
2.487437185929648464e+00,-5.000000000000000000e+00,-1.559367187697280333e+00
2.537688442211055495e+00,-5.000000000000000000e+00,-1.571993131486578488e+00
2.587939698492462526e+00,-5.000000000000000000e+00,-1.584871594151662899e+00
2.638190954773869557e+00,-5.000000000000000000e+00,-1.598002575692533123e+00
2.688442211055276587e+00,-5.000000000000000000e+00,-1.611386076109189158e+00
2.738693467336683618e+00,-5.000000000000000000e+00,-1.625022095401631450e+00
2.788944723618090649e+00,-5.000000000000000000e+00,-1.638910633569859332e+00
2.839195979899497679e+00,-5.000000000000000000e+00,-1.653051690613873692e+00
2.889447236180904710e+00,-5.000000000000000000e+00,-1.667445266533673420e+00
2.939698492462311741e+00,-5.000000000000000000e+00,-1.682091361329259627e+00
2.989949748743718771e+00,-5.000000000000000000e+00,-1.696989975000631201e+00
3.040201005025126690e+00,-5.000000000000000000e+00,-1.712141107547789476e+00
3.090452261306532833e+00,-5.000000000000000000e+00,-1.727544758970732897e+00
3.140703517587940752e+00,-5.000000000000000000e+00,-1.743200929269463018e+00
3.190954773869346894e+00,-5.000000000000000000e+00,-1.759109618443978729e+00
3.241206030150754813e+00,-5.000000000000000000e+00,-1.775270826494280696e+00
3.291457286432160956e+00,-5.000000000000000000e+00,-1.791684553420368031e+00
3.341708542713568875e+00,-5.000000000000000000e+00,-1.808350799222242289e+00
3.391959798994975017e+00,-5.000000000000000000e+00,-1.825269563899901470e+00
3.442211055276382936e+00,-5.000000000000000000e+00,-1.842440847453347574e+00
3.492462311557789079e+00,-5.000000000000000000e+00,-1.859864649882578602e+00
3.542713567839196998e+00,-5.000000000000000000e+00,-1.877540971187596552e+00
3.592964824120603140e+00,-5.000000000000000000e+00,-1.895469811368399871e+00
3.643216080402011059e+00,-5.000000000000000000e+00,-1.913651170424989889e+00
3.693467336683417201e+00,-5.000000000000000000e+00,-1.932085048357364609e+00
3.743718592964825120e+00,-5.000000000000000000e+00,-1.950771445165526474e+00
3.793969849246231263e+00,-5.000000000000000000e+00,-1.969710360849473485e+00
3.844221105527639182e+00,-5.000000000000000000e+00,-1.988901795409207196e+00
3.894472361809045324e+00,-5.000000000000000000e+00,-2.008345748844726053e+00
3.944723618090453243e+00,-5.000000000000000000e+00,-2.028042221156031832e+00
3.994974874371859386e+00,-5.000000000000000000e+00,-2.047991212343122758e+00
4.045226130653267305e+00,-5.000000000000000000e+00,-2.068192722406000605e+00
4.095477386934673447e+00,-5.000000000000000000e+00,-2.088646751344663155e+00
4.145728643216081366e+00,-5.000000000000000000e+00,-2.109353299159112627e+00
4.195979899497487509e+00,-5.000000000000000000e+00,-2.130312365849347245e+00
4.246231155778895427e+00,-5.000000000000000000e+00,-2.151523951415368785e+00
4.296482412060301570e+00,-5.000000000000000000e+00,-2.172988055857175471e+00
4.346733668341709489e+00,-5.000000000000000000e+00,-2.194704679174768636e+00
4.396984924623115631e+00,-5.000000000000000000e+00,-2.216673821368147390e+00
4.447236180904523550e+00,-5.000000000000000000e+00,-2.238895482437312623e+00
4.497487437185929693e+00,-5.000000000000000000e+00,-2.261369662382263446e+00
4.547738693467337612e+00,-5.000000000000000000e+00,-2.284096361203000303e+00
4.597989949748743754e+00,-5.000000000000000000e+00,-2.307075578899522750e+00
4.648241206030151673e+00,-5.000000000000000000e+00,-2.330307315471832119e+00
4.698492462311557816e+00,-5.000000000000000000e+00,-2.353791570919926190e+00
4.748743718592965735e+00,-5.000000000000000000e+00,-2.377528345243807628e+00
4.798994974874371877e+00,-5.000000000000000000e+00,-2.401517638443473768e+00
4.849246231155779796e+00,-5.000000000000000000e+00,-2.425759450518926830e+00
4.899497487437185939e+00,-5.000000000000000000e+00,-2.450253781470164594e+00
4.949748743718593857e+00,-5.000000000000000000e+00,-2.475000631297189724e+00
5.000000000000000000e+00,-5.000000000000000000e+00,-2.500000000000000000e+00
-5.000000000000000000e+00,-4.949748743718592969e+00,-2.475000631297189280e+00
-4.949748743718592969e+00,-4.949748743718592969e+00,-2.450001262594379003e+00
-4.899497487437185939e+00,-4.949748743718592969e+00,-2.425254412767354317e+00
-4.849246231155778908e+00,-4.949748743718592969e+00,-2.400760081816115665e+00
-4.798994974874371877e+00,-4.949748743718592969e+00,-2.376518269740663047e+00
-4.748743718592964846e+00,-4.949748743718592969e+00,-2.352528976540996464e+00
-4.698492462311557816e+00,-4.949748743718592969e+00,-2.328792202217115914e+00
-4.648241206030150785e+00,-4.949748743718592969e+00,-2.305307946769020955e+00
-4.597989949748743754e+00,-4.949748743718592969e+00,-2.282076210196712474e+00
-4.547738693467336724e+00,-4.949748743718592969e+00,-2.259096992500189138e+00
-4.497487437185929693e+00,-4.949748743718592969e+00,-2.236370293679452281e+00
-4.447236180904522662e+00,-4.949748743718592969e+00,-2.213896113734501903e+00
-4.396984924623115631e+00,-4.949748743718592969e+00,-2.191674452665336670e+00
-4.346733668341708601e+00,-4.949748743718592969e+00,-2.169705310471957915e+00
-4.296482412060301570e+00,-4.949748743718592969e+00,-2.147988687154364751e+00
-4.246231155778894539e+00,-4.949748743718592969e+00,-2.126524582712557621e+00
-4.195979899497487509e+00,-4.949748743718592969e+00,-2.105312997146536524e+00
-4.145728643216080478e+00,-4.949748743718592969e+00,-2.084353930456301462e+00
-4.095477386934673447e+00,-4.949748743718592969e+00,-2.063647382641852435e+00
-4.045226130653266416e+00,-4.949748743718592969e+00,-2.043193353703189441e+00
-3.994974874371859386e+00,-4.949748743718592969e+00,-2.022991843640312037e+00
-3.944723618090452355e+00,-4.949748743718592969e+00,-2.003042852453220668e+00
-3.894472361809045324e+00,-4.949748743718592969e+00,-1.983346380141915777e+00
-3.844221105527638294e+00,-4.949748743718592969e+00,-1.963902426706396254e+00
-3.793969849246231263e+00,-4.949748743718592969e+00,-1.944710992146662987e+00
-3.743718592964824232e+00,-4.949748743718592969e+00,-1.925772076462715532e+00
-3.693467336683417201e+00,-4.949748743718592969e+00,-1.907085679654554111e+00
-3.643216080402010171e+00,-4.949748743718592969e+00,-1.888651801722178947e+00
-3.592964824120603140e+00,-4.949748743718592969e+00,-1.870470442665589372e+00
-3.542713567839196109e+00,-4.949748743718592969e+00,-1.852541602484785610e+00
-3.492462311557789079e+00,-4.949748743718592969e+00,-1.834865281179768104e+00
-3.442211055276382048e+00,-4.949748743718592969e+00,-1.817441478750536632e+00
-3.391959798994975017e+00,-4.949748743718592969e+00,-1.800270195197090972e+00
-3.341708542713567986e+00,-4.949748743718592969e+00,-1.783351430519431347e+00
-3.291457286432160956e+00,-4.949748743718592969e+00,-1.766685184717557977e+00
-3.241206030150753925e+00,-4.949748743718592969e+00,-1.750271457791469754e+00
-3.190954773869346894e+00,-4.949748743718592969e+00,-1.734110249741168230e+00
-3.140703517587939864e+00,-4.949748743718592969e+00,-1.718201560566652519e+00
-3.090452261306532833e+00,-4.949748743718592969e+00,-1.702545390267922398e+00
-3.040201005025125802e+00,-4.949748743718592969e+00,-1.687141738844978534e+00
-2.989949748743718327e+00,-4.949748743718592969e+00,-1.671990606297820703e+00
-2.939698492462311297e+00,-4.949748743718592969e+00,-1.657091992626448684e+00
-2.889447236180904266e+00,-4.949748743718592969e+00,-1.642445897830862922e+00
-2.839195979899497235e+00,-4.949748743718592969e+00,-1.628052321911062750e+00
-2.788944723618090205e+00,-4.949748743718592969e+00,-1.613911264867048612e+00
-2.738693467336683174e+00,-4.949748743718592969e+00,-1.600022726698820508e+00
-2.688442211055276143e+00,-4.949748743718592969e+00,-1.586386707406378438e+00
-2.638190954773869112e+00,-4.949748743718592969e+00,-1.573003206989722402e+00
-2.587939698492462082e+00,-4.949748743718592969e+00,-1.559872225448852179e+00
-2.537688442211055051e+00,-4.949748743718592969e+00,-1.546993762783767989e+00
-2.487437185929648020e+00,-4.949748743718592969e+00,-1.534367818994469612e+00
-2.437185929648240990e+00,-4.949748743718592969e+00,-1.521994394080957491e+00
-2.386934673366833959e+00,-4.949748743718592969e+00,-1.509873488043231182e+00
-2.336683417085426928e+00,-4.949748743718592969e+00,-1.498005100881290685e+00
-2.286432160804019897e+00,-4.949748743718592969e+00,-1.486389232595136445e+00
-2.236180904522612867e+00,-4.949748743718592969e+00,-1.475025883184768016e+00
-2.185929648241205836e+00,-4.949748743718592969e+00,-1.463915052650185400e+00
-2.135678391959798805e+00,-4.949748743718592969e+00,-1.453056740991389040e+00
-2.085427135678391775e+00,-4.949748743718592969e+00,-1.442450948208378492e+00
-2.035175879396984744e+00,-4.949748743718592969e+00,-1.432097674301153978e+00
-1.984924623115577713e+00,-4.949748743718592969e+00,-1.421996919269715276e+00
-1.934673366834170682e+00,-4.949748743718592969e+00,-1.412148683114062830e+00
-1.884422110552763652e+00,-4.949748743718592969e+00,-1.402552965834196197e+00
-1.834170854271356621e+00,-4.949748743718592969e+00,-1.393209767430115376e+00
-1.783919597989949590e+00,-4.949748743718592969e+00,-1.384119087901820588e+00
-1.733668341708542560e+00,-4.949748743718592969e+00,-1.375280927249311835e+00
-1.683417085427135529e+00,-4.949748743718592969e+00,-1.366695285472589116e+00
-1.633165829145728498e+00,-4.949748743718592969e+00,-1.358362162571652210e+00
-1.582914572864321467e+00,-4.949748743718592969e+00,-1.350281558546501337e+00
-1.532663316582914437e+00,-4.949748743718592969e+00,-1.342453473397136277e+00
-1.482412060301507406e+00,-4.949748743718592969e+00,-1.334877907123557472e+00
-1.432160804020100375e+00,-4.949748743718592969e+00,-1.327554859725764480e+00
-1.381909547738693345e+00,-4.949748743718592969e+00,-1.320484331203757522e+00
-1.331658291457286314e+00,-4.949748743718592969e+00,-1.313666321557536376e+00
-1.281407035175879283e+00,-4.949748743718592969e+00,-1.307100830787101264e+00
-1.231155778894472252e+00,-4.949748743718592969e+00,-1.300787858892452187e+00
-1.180904522613065222e+00,-4.949748743718592969e+00,-1.294727405873589143e+00
-1.130653266331658191e+00,-4.949748743718592969e+00,-1.288919471730511912e+00
-1.080402010050251160e+00,-4.949748743718592969e+00,-1.283364056463220715e+00
-1.030150753768844130e+00,-4.949748743718592969e+00,-1.278061160071715330e+00
-9.798994974874366548e-01,-4.949748743718592969e+00,-1.273010782555995979e+00
-9.296482412060296241e-01,-4.949748743718592969e+00,-1.268212923916062662e+00
-8.793969849246225934e-01,-4.949748743718592969e+00,-1.263667584151915380e+00
-8.291457286432155627e-01,-4.949748743718592969e+00,-1.259374763263553909e+00
-7.788944723618085320e-01,-4.949748743718592969e+00,-1.255334461250978473e+00
-7.286432160804015012e-01,-4.949748743718592969e+00,-1.251546678114189071e+00
-6.783919597989944705e-01,-4.949748743718592969e+00,-1.248011413853185481e+00
-6.281407035175874398e-01,-4.949748743718592969e+00,-1.244728668467967925e+00
-5.778894472361804091e-01,-4.949748743718592969e+00,-1.241698441958536403e+00
-5.276381909547733784e-01,-4.949748743718592969e+00,-1.238920734324890693e+00
-4.773869346733663477e-01,-4.949748743718592969e+00,-1.236395545567031018e+00
-4.271356783919593170e-01,-4.949748743718592969e+00,-1.234122875684957377e+00
-3.768844221105522863e-01,-4.949748743718592969e+00,-1.232102724678669770e+00
-3.266331658291452555e-01,-4.949748743718592969e+00,-1.230335092548167975e+00
-2.763819095477382248e-01,-4.949748743718592969e+00,-1.228819979293452214e+00
-2.261306532663311941e-01,-4.949748743718592969e+00,-1.227557384914522265e+00
-1.758793969849241634e-01,-4.949748743718592969e+00,-1.226547309411378572e+00
-1.256281407035171327e-01,-4.949748743718592969e+00,-1.225789752784020470e+00
-7.537688442211010198e-02,-4.949748743718592969e+00,-1.225284715032448624e+00
-2.512562814070307127e-02,-4.949748743718592969e+00,-1.225032196156662589e+00
2.512562814070395945e-02,-4.949748743718592969e+00,-1.225032196156662589e+00
7.537688442211099016e-02,-4.949748743718592969e+00,-1.225284715032448624e+00
1.256281407035180209e-01,-4.949748743718592969e+00,-1.225789752784020692e+00
1.758793969849250516e-01,-4.949748743718592969e+00,-1.226547309411378572e+00
2.261306532663320823e-01,-4.949748743718592969e+00,-1.227557384914522265e+00
2.763819095477391130e-01,-4.949748743718592969e+00,-1.228819979293452214e+00
3.266331658291461437e-01,-4.949748743718592969e+00,-1.230335092548167975e+00
3.768844221105531744e-01,-4.949748743718592969e+00,-1.232102724678669770e+00
4.271356783919602051e-01,-4.949748743718592969e+00,-1.234122875684957377e+00
4.773869346733672359e-01,-4.949748743718592969e+00,-1.236395545567031018e+00
5.276381909547742666e-01,-4.949748743718592969e+00,-1.238920734324890693e+00
5.778894472361812973e-01,-4.949748743718592969e+00,-1.241698441958536403e+00
6.281407035175883280e-01,-4.949748743718592969e+00,-1.244728668467967925e+00
6.783919597989953587e-01,-4.949748743718592969e+00,-1.248011413853185481e+00
7.286432160804023894e-01,-4.949748743718592969e+00,-1.251546678114189071e+00
7.788944723618094201e-01,-4.949748743718592969e+00,-1.255334461250978695e+00
8.291457286432164508e-01,-4.949748743718592969e+00,-1.259374763263553909e+00
8.793969849246234816e-01,-4.949748743718592969e+00,-1.263667584151915380e+00
9.296482412060305123e-01,-4.949748743718592969e+00,-1.268212923916062662e+00
9.798994974874375430e-01,-4.949748743718592969e+00,-1.273010782555995979e+00
1.030150753768844574e+00,-4.949748743718592969e+00,-1.278061160071715552e+00
1.080402010050251604e+00,-4.949748743718592969e+00,-1.283364056463220715e+00
1.130653266331658635e+00,-4.949748743718592969e+00,-1.288919471730511912e+00
1.180904522613065666e+00,-4.949748743718592969e+00,-1.294727405873589143e+00
1.231155778894472697e+00,-4.949748743718592969e+00,-1.300787858892452409e+00
1.281407035175879727e+00,-4.949748743718592969e+00,-1.307100830787101264e+00
1.331658291457286758e+00,-4.949748743718592969e+00,-1.313666321557536376e+00
1.381909547738693789e+00,-4.949748743718592969e+00,-1.320484331203757522e+00
1.432160804020100819e+00,-4.949748743718592969e+00,-1.327554859725764480e+00
1.482412060301507850e+00,-4.949748743718592969e+00,-1.334877907123557694e+00
1.532663316582914881e+00,-4.949748743718592969e+00,-1.342453473397136499e+00
1.582914572864321912e+00,-4.949748743718592969e+00,-1.350281558546501337e+00
1.633165829145728942e+00,-4.949748743718592969e+00,-1.358362162571652210e+00
1.683417085427135973e+00,-4.949748743718592969e+00,-1.366695285472589116e+00
1.733668341708543004e+00,-4.949748743718592969e+00,-1.375280927249311835e+00
1.783919597989950034e+00,-4.949748743718592969e+00,-1.384119087901820588e+00
1.834170854271357065e+00,-4.949748743718592969e+00,-1.393209767430115376e+00
1.884422110552764096e+00,-4.949748743718592969e+00,-1.402552965834196197e+00
1.934673366834171127e+00,-4.949748743718592969e+00,-1.412148683114062830e+00
1.984924623115578157e+00,-4.949748743718592969e+00,-1.421996919269715498e+00
2.035175879396985188e+00,-4.949748743718592969e+00,-1.432097674301153978e+00
2.085427135678392219e+00,-4.949748743718592969e+00,-1.442450948208378714e+00
2.135678391959799249e+00,-4.949748743718592969e+00,-1.453056740991389262e+00
2.185929648241206280e+00,-4.949748743718592969e+00,-1.463915052650185622e+00
2.236180904522613311e+00,-4.949748743718592969e+00,-1.475025883184768016e+00
2.286432160804020342e+00,-4.949748743718592969e+00,-1.486389232595136445e+00
2.336683417085427372e+00,-4.949748743718592969e+00,-1.498005100881290907e+00
2.386934673366834403e+00,-4.949748743718592969e+00,-1.509873488043231182e+00
2.437185929648241434e+00,-4.949748743718592969e+00,-1.521994394080957491e+00
2.487437185929648464e+00,-4.949748743718592969e+00,-1.534367818994469834e+00
2.537688442211055495e+00,-4.949748743718592969e+00,-1.546993762783767989e+00
2.587939698492462526e+00,-4.949748743718592969e+00,-1.559872225448852401e+00
2.638190954773869557e+00,-4.949748743718592969e+00,-1.573003206989722624e+00
2.688442211055276587e+00,-4.949748743718592969e+00,-1.586386707406378660e+00
2.738693467336683618e+00,-4.949748743718592969e+00,-1.600022726698820730e+00
2.788944723618090649e+00,-4.949748743718592969e+00,-1.613911264867049056e+00
2.839195979899497679e+00,-4.949748743718592969e+00,-1.628052321911062750e+00
2.889447236180904710e+00,-4.949748743718592969e+00,-1.642445897830862922e+00
2.939698492462311741e+00,-4.949748743718592969e+00,-1.657091992626448684e+00
2.989949748743718771e+00,-4.949748743718592969e+00,-1.671990606297820703e+00
3.040201005025126690e+00,-4.949748743718592969e+00,-1.687141738844978978e+00
3.090452261306532833e+00,-4.949748743718592969e+00,-1.702545390267922398e+00
